Id,鄉鎮市區,交易標的,路名,土地移轉總面積平方公尺,都市土地使用分區,土地數,建物數,車位數,移轉層次,移轉層次項目,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,交易年,交易日,交易月,地鐵站,超商,公園,托兒所,國小,國中,高中職,大學,金融機構,醫院,大賣場,超市,百貨公司,警察局,消防局,縱坐標,橫坐標
4063,中山區,房地(土地+建物),合江街,16.81,第三種住宅區,2.0,2.0,0,2,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1986-09-04,72.21,2,1,1,有,無,2020,2,12,1.0,16.0,15.0,20.0,20.0,20.0,13.0,17.0,20.0,20.0,14.0,20.0,20.0,20.0,20.0,25.01784180469545,121.56980197121844
4064,內湖區,房地(土地+建物),金龍路,31.04,住,1.0,1.0,0,1,無,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1993-12-13,102.03,3,2,1,有,有,2019,7,11,0.0,2.0,5.0,20.0,20.0,16.0,5.0,7.0,17.0,20.0,9.0,20.0,8.0,19.0,15.0,25.04982690469545,121.61752797121844
4065,北投區,房地(土地+建物),承德路七段,28.0,第三種住宅區,1.0,1.0,0.0,3,無,4.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1966-02-14,103.18,3,2,1,有,無,2021,21,3,1.0,10.0,12.0,20.0,20.0,18.0,6.0,14.0,20.0,20.0,9.0,20.0,17.0,19.0,13.0,25.079806004695453,121.53692107121844
4066,松山區,房地(土地+建物),寶清街,34.75,第三種住宅區,1.0,1.0,0,3,陽台,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1974-03-20,150.21,4,2,2,有,有,2020,30,12,0.0,15.0,14.0,20.0,20.0,20.0,10.0,15.0,19.0,20.0,13.0,20.0,20.0,20.0,20.0,25.012722704695452,121.60026117121843
4067,中山區,房地(土地+建物),新生北路一段,9.26,住,1.0,1.0,0,10,無,12.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,2000-10-18,62.81,1,1,1,有,有,2020,30,5,1.0,15.0,16.0,20.0,20.0,20.0,13.0,20.0,20.0,20.0,11.0,20.0,20.0,20.0,20.0,25.012678904695452,121.56021477121844
4068,北投區,房地(土地+建物),溫泉路,16.56,特定休閒旅館住宅專用區,1.0,1.0,0,1,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1989-02-14,52.37,1,1,1,有,有,2020,21,11,0.0,1.0,5.0,18.0,19.0,15.0,3.0,13.0,14.0,20.0,8.0,20.0,13.0,15.0,8.0,25.102445504695453,121.54455107121844
4069,中正區,房地(土地+建物)+車位,信義路二段,21.91,第三種住宅區,2.0,1.0,1.0,3,無,13.0,住宅大樓(11層含以上有電梯),一般事務所,鋼骨鋼筋混凝土造,1997-08-20,221.03,3,2,3,有,有,2021,17,3,2.0,14.0,11.0,20.0,20.0,20.0,13.0,19.0,20.0,20.0,12.0,20.0,20.0,20.0,20.0,24.995958904695453,121.56108597121843
4070,文山區,房地(土地+建物)+車位,興隆路四段,21.16,第三種住宅區,1.0,1.0,1.0,5,無,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1987-07-30,107.43,2,1,1,有,有,2021,10,4,0.0,11.0,17.0,20.0,20.0,19.0,11.0,18.0,18.0,18.0,8.0,20.0,10.0,19.0,13.0,24.947642904695453,121.59589627121844
4071,內湖區,房地(土地+建物),康寧路一段,45.49,住,1.0,1.0,0,4,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1989-08-08,122.08,3,2,2,有,無,2020,11,3,2.0,10.0,9.0,20.0,20.0,16.0,5.0,5.0,16.0,20.0,14.0,20.0,12.0,20.0,16.0,25.040685404695452,121.62891367121844
4072,南港區,房地(土地+建物),中坡南路,11.52,第三種住宅區,1.0,1.0,0.0,5,無,6.0,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,2009-07-31,45.7099999999999,1,0,1,有,有,2021,31,1,1.0,12.0,17.0,20.0,20.0,19.0,10.0,9.0,20.0,20.0,12.0,20.0,20.0,20.0,20.0,24.986825104695452,121.55742387121843
4073,北投區,房地(土地+建物)+車位,溫泉路,11.41,住,2.0,1.0,1,3,無,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2005-11-11,74.9499999999999,1,2,1,有,有,2020,11,2,3.0,15.0,19.0,18.0,19.0,14.0,3.0,12.0,19.0,20.0,10.0,20.0,14.0,14.0,10.0,25.09607660469545,121.53537527121844
4074,內湖區,房地(土地+建物)+車位,文德路,23.33,第三種住宅區,1.0,1.0,1.0,3,無,25.0,住宅大樓(11層含以上有電梯),集合住宅,鋼骨造,2009-12-24,188.48,3,2,2,有,無,2021,19,1,0.0,4.0,9.0,20.0,20.0,20.0,10.0,7.0,17.0,20.0,10.0,20.0,13.0,20.0,18.0,25.038396504695452,121.61606917121844
4075,內湖區,房地(土地+建物),康寧路三段,20.41,第三種住宅區,1.0,1.0,0.0,7,電梯樓梯間,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1985-09-04,90.0,2,2,1,有,有,2021,15,5,2.0,14.0,12.0,20.0,20.0,18.0,5.0,5.0,16.0,20.0,7.0,20.0,9.0,19.0,15.0,24.986825104695452,121.55742387121843
4076,北投區,房地(土地+建物),尊賢街,40.25,住,1.0,1.0,0,3,無,4.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1973-08-27,89.07,3,2,1,有,無,2020,9,1,1.0,10.0,11.0,20.0,20.0,18.0,6.0,17.0,18.0,20.0,9.0,20.0,17.0,20.0,14.0,25.07891730469545,121.53884857121844
4077,士林區,房地(土地+建物)+車位,至誠路一段,99.48,住,2.0,1.0,3,9,無,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,2018-07-02,506.84,0,0,0,無,有,2019,12,10,0.0,4.0,11.0,20.0,20.0,20.0,3.0,14.0,14.0,20.0,9.0,20.0,15.0,20.0,16.0,25.06352080469545,121.56658737121843
4078,中山區,房地(土地+建物),民權東路二段,21.5,第三種住宅區,1.0,1.0,0.0,4,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1967-08-26,76.66,2,2,1,有,無,2019,15,4,2.0,17.0,10.0,20.0,20.0,20.0,10.0,17.0,20.0,20.0,14.0,20.0,20.0,20.0,20.0,25.02606560469545,121.56648737121844
4079,松山區,房地(土地+建物),撫遠街,33.25,住,1.0,1.0,0,4,陽台,4.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1975-04-10,89.76,2,2,2,有,無,2020,22,2,0.0,6.0,9.0,20.0,20.0,20.0,7.0,11.0,20.0,20.0,13.0,20.0,20.0,20.0,20.0,25.027671304695453,121.59874807121844
4080,中山區,房地(土地+建物),新生北路二段,21.84,第三種住宅區,1.0,2.0,0.0,3,無,3.0,公寓(5樓含以下無電梯),住家用,加強磚造,1959-09-29,46.08,1,0,1,有,無,2021,10,4,2.0,18.0,14.0,20.0,20.0,20.0,12.0,19.0,20.0,20.0,13.0,20.0,20.0,20.0,20.0,25.01942540469545,121.56020077121843
4081,松山區,房地(土地+建物),健康路,34.85,第三種住宅區,1.0,1.0,0,12,無,13.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1997-07-28,155.769999999999,3,2,2,有,有,2020,7,10,1.0,20.0,16.0,20.0,20.0,20.0,12.0,16.0,20.0,20.0,12.0,20.0,20.0,20.0,20.0,25.00804600469545,121.55742387121843
4082,士林區,房地(土地+建物),德行東路,57.68,住,5.0,1.0,0,2,無,4.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1977-02-16,133.6,3,2,1,有,無,2019,25,12,1.0,10.0,15.0,20.0,20.0,20.0,5.0,13.0,16.0,20.0,11.0,20.0,16.0,20.0,16.0,25.068329904695453,121.55829177121844
4083,文山區,房地(土地+建物),興隆路四段,27.1,住,1.0,1.0,0,2,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1981-05-21,117.039999999999,4,2,2,有,無,2020,3,6,0.0,12.0,18.0,20.0,20.0,18.0,11.0,18.0,19.0,16.0,4.0,20.0,11.0,19.0,11.0,24.945535404695452,121.59425917121844
4084,士林區,房地(土地+建物),通河西街二段,47.0,住,1.0,1.0,0,1,平台,3.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1975-09-03,93.69,3,2,2,有,無,2020,19,5,0.0,6.0,8.0,20.0,20.0,20.0,8.0,9.0,12.0,20.0,8.0,20.0,18.0,20.0,19.0,25.055246104695453,121.53579197121844
4085,文山區,房地(土地+建物),興隆路三段,25.85,第二種住宅區,1.0,1.0,0,4,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1984-08-30,113.53,3,2,2,有,無,2021,20,1,1.0,7.0,8.0,20.0,20.0,13.0,11.0,17.0,17.0,19.0,7.0,20.0,13.0,20.0,15.0,24.95676890469545,121.59287897121844
4086,中山區,房地(土地+建物),安東街,6.33,住,1.0,1.0,0,6,無,7.0,套房(1房1廳1衛),住家用,鋼筋混凝土造,1981-09-05,31.07,1,1,1,有,有,2020,29,3,1.0,15.0,14.0,20.0,20.0,20.0,13.0,20.0,20.0,20.0,12.0,20.0,20.0,20.0,20.0,25.007123404695452,121.57422827121844
4087,北投區,房地(土地+建物)+車位,三合街一段,47.6,第三種住宅區,1.0,1.0,2,9,無,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2007-05-02,309.27,3,2,2,有,有,2020,12,11,1.0,10.0,19.0,19.0,20.0,16.0,5.0,15.0,19.0,20.0,11.0,20.0,16.0,19.0,12.0,25.086360504695453,121.53567897121845
4088,中正區,房地(土地+建物),臨沂街,18.92,住,1.0,1.0,0,6,無,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1983-04-21,103.67,3,2,2,有,無,2020,8,3,1.0,15.0,8.0,20.0,20.0,20.0,13.0,19.0,20.0,20.0,9.0,20.0,20.0,20.0,20.0,25.001886204695452,121.56151887121844
4089,北投區,房地(土地+建物),崇仁路一段,30.87,第三種住宅區,1.0,1.0,0,1,無,5.0,公寓(5樓含以下無電梯),見使用執照,鋼筋混凝土造,1980-09-08,103.34,3,2,2,有,無,2020,31,12,2.0,10.0,15.0,20.0,20.0,17.0,6.0,14.0,19.0,20.0,9.0,20.0,17.0,17.0,12.0,25.08544980469545,121.53419237121844
4090,內湖區,房地(土地+建物)+車位,康樂街,25.29,第三種住宅區,2.0,1.0,1.0,10,無,15.0,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,2009-04-24,165.16,3,2,2,有,有,2021,15,1,1.0,11.0,14.0,20.0,20.0,14.0,6.0,4.0,17.0,20.0,11.0,20.0,12.0,20.0,15.0,24.986825104695452,121.55742387121843
4091,松山區,房地(土地+建物),寶清街,30.75,第三種住宅區,1.0,1.0,0.0,4,陽臺,4.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1961-05-01,84.9,3,2,1,有,無,2021,27,3,0.0,17.0,15.0,20.0,20.0,18.0,9.0,14.0,20.0,20.0,14.0,20.0,20.0,20.0,20.0,24.986825104695452,121.55742387121843
4092,大同區,房地(土地+建物)+車位,承德路二段,35.61,第四種住宅區,1.0,1.0,1,3,無,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2000-07-06,163.07,3,1,2,有,有,2020,31,7,3.0,18.0,11.0,20.0,20.0,20.0,14.0,19.0,20.0,20.0,10.0,20.0,20.0,20.0,20.0,25.01766820469545,121.55096307121843
4093,松山區,房地(土地+建物),富錦街,30.33,住,3.0,1.0,0,5,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1981-12-24,106.12,3,2,2,有,無,2019,10,7,0.0,0.0,0.0,20.0,20.0,20.0,11.0,16.0,20.0,20.0,13.0,20.0,20.0,20.0,20.0,25.022628004695452,121.58914357121844
4094,北投區,房地(土地+建物)+車位,崗山路,28.75,第三種住宅區,1.0,1.0,2,12,無,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2007-12-14,185.94,3,2,2,有,有,2020,14,11,1.0,5.0,6.0,14.0,20.0,11.0,3.0,11.0,14.0,20.0,5.0,19.0,1.0,14.0,14.0,25.00804600469545,121.55742387121843
4095,內湖區,房地(土地+建物)+車位,民權東路六段,60.64,第三種住宅區,1.0,1.0,1,7,無,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2004-07-28,272.65,4,2,3,有,有,2020,2,11,0.0,7.0,12.0,20.0,20.0,19.0,7.0,8.0,18.0,20.0,11.0,20.0,17.0,20.0,19.0,25.029145204695453,121.62343197121844
4096,內湖區,房地(土地+建物)+車位,民權東路六段,67.33,第二種住宅區,1.0,1.0,1,2,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1997-11-22,127.74,1,2,0,有,有,2020,30,8,0.0,3.0,8.0,20.0,20.0,16.0,8.0,6.0,16.0,20.0,14.0,20.0,15.0,20.0,19.0,25.03105820469545,121.62967487121844
4097,中正區,房地(土地+建物)+車位,信義路一段,35.64,住,3.0,1.0,1,3,無,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1996-05-29,162.55,3,2,2,有,有,2020,28,2,2.0,13.0,2.0,20.0,20.0,20.0,14.0,19.0,20.0,20.0,12.0,20.0,20.0,20.0,20.0,24.998613804695452,121.55419137121844
4098,大安區,房地(土地+建物),信義路三段,21.06,住,1.0,1.0,0,12,無,16.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1986-04-15,108.82,2,2,1,有,有,2020,27,4,3.0,13.0,13.0,20.0,20.0,20.0,15.0,20.0,20.0,20.0,10.0,20.0,20.0,20.0,20.0,24.99173350469545,121.57081147121843
4099,文山區,房地(土地+建物)+車位,久康街,20.44,第三種住宅區,1.0,1.0,1,6,無,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2007-04-27,108.63,2,1,1,有,有,2021,14,1,0.0,12.0,12.0,20.0,20.0,18.0,11.0,19.0,19.0,19.0,6.0,20.0,11.0,19.0,11.0,25.00804600469545,121.55742387121843
4100,松山區,房地(土地+建物)+車位,光復北路,35.89,第三種住宅區,1.0,1.0,1,8,無,11.0,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1997-07-28,168.69,3,2,2,有,有,2021,17,1,1.0,18.0,18.0,20.0,20.0,20.0,12.0,19.0,20.0,20.0,13.0,20.0,20.0,20.0,20.0,25.00804600469545,121.55742387121843
4101,文山區,房地(土地+建物),一壽街,24.32,第三種住宅區,1.0,1.0,0.0,2,無,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1982-06-29,94.2,5,2,2,有,有,2021,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.986825204695453,121.55742387121843
4102,萬華區,房地(土地+建物),萬大路,26.75,第三種住宅區,1.0,1.0,0.0,3,無,4.0,公寓(5樓含以下無電梯),住家用,加強磚造,1959-02-19,84.44,3,2,1,有,無,2021,24,3,0.0,13.0,12.0,20.0,20.0,20.0,12.0,17.0,18.0,20.0,14.0,20.0,20.0,20.0,20.0,24.98350330469545,121.53259907121844
4103,信義區,房地(土地+建物),吳興街,15.2,第三種住宅區,1.0,1.0,0.0,5,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1967-07-08,59.82,2,2,1,有,無,2021,5,3,0.0,11.0,9.0,20.0,20.0,20.0,15.0,20.0,20.0,20.0,9.0,20.0,20.0,20.0,20.0,24.984958804695452,121.59321737121844
4104,中正區,房地(土地+建物)+車位,水源路,21.24,第三種住宅區,1.0,1.0,1.0,9,無,13.0,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,2007-02-23,206.53,4,2,2,有,有,2021,19,3,0.0,7.0,12.0,20.0,20.0,20.0,15.0,19.0,19.0,20.0,14.0,20.0,20.0,20.0,20.0,24.986825104695452,121.55742387121843
4105,內湖區,房地(土地+建物)+車位,陽光街,22.1,住,1.0,1.0,1,1,無,5.0,套房(1房1廳1衛),住家用,鋼筋混凝土造,2019-07-16,45.28,1,1,1,有,有,2019,5,11,1.0,6.0,7.0,20.0,20.0,20.0,9.0,8.0,19.0,20.0,12.0,20.0,17.0,20.0,18.0,25.03634010469545,121.61736587121844
4106,士林區,房地(土地+建物),中山北路六段,35.51,住,1.0,1.0,0,7,無,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1986-05-31,167.459999999999,5,3,3,有,無,2020,1,5,0.0,14.0,10.0,20.0,20.0,20.0,4.0,14.0,19.0,20.0,11.0,20.0,20.0,20.0,14.0,25.07604680469545,121.55925947121844
4107,內湖區,房地(土地+建物)+車位,康樂街,57.56,第二種住宅區,1.0,1.0,1,1,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,2017-11-08,153.31,3,2,2,有,有,2020,15,9,0.0,5.0,5.0,20.0,20.0,14.0,5.0,3.0,15.0,20.0,11.0,20.0,11.0,20.0,15.0,25.03759830469545,121.65382827121844
4108,中山區,房地(土地+建物),合江街,62.68,住,1.0,6.0,0,9,無,11.0,套房(1房1廳1衛),住家用,鋼筋混凝土造,2018-05-14,404.64,1,1,1,有,有,2019,1,11,2.0,15.0,17.0,20.0,20.0,20.0,13.0,20.0,20.0,20.0,13.0,20.0,20.0,20.0,20.0,25.01756790469545,121.57109437121844
4109,內湖區,房地(土地+建物),江南街,27.01,第三種住宅區,1.0,1.0,0.0,2,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1970-04-20,100.59,3,2,2,有,無,2021,13,3,1.0,11.0,10.0,20.0,20.0,19.0,5.0,8.0,20.0,20.0,11.0,20.0,16.0,20.0,17.0,25.037790004695452,121.61000637121843
4110,內湖區,房地(土地+建物),民權東路六段,36.58,住,2.0,1.0,0,8,無,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2009-01-22,224.3,3,1,1,有,有,2019,17,10,2.0,13.0,9.0,20.0,20.0,17.0,6.0,5.0,18.0,20.0,13.0,20.0,5.0,20.0,14.0,25.031206304695452,121.63887957121844
4111,大安區,房地(土地+建物)+車位,新生南路一段,32.63,第三種住宅區,1.0,1.0,2.0,7,無,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2009-02-14,173.95,0,1,2,有,有,2021,31,1,1.0,10.0,10.0,20.0,20.0,20.0,14.0,20.0,20.0,20.0,11.0,20.0,20.0,20.0,20.0,25.003013204695453,121.56775187121843
4112,信義區,房地(土地+建物),忠孝東路五段,11.66,住,1.0,1.0,0,10,無,16.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,2018-08-24,76.74,0,0,0,無,有,2019,21,9,2.0,14.0,14.0,20.0,20.0,16.0,7.0,10.0,20.0,20.0,14.0,20.0,20.0,20.0,20.0,25.006061504695452,121.61213357121844
4113,大安區,房地(土地+建物)+車位,仁愛路三段,36.71,住,1.0,1.0,1,3,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1995-05-15,138.73,2,2,1,有,無,2020,9,3,2.0,12.0,10.0,20.0,20.0,20.0,14.0,20.0,20.0,20.0,10.0,20.0,20.0,20.0,20.0,25.00094180469545,121.56613987121844
4114,大安區,房地(土地+建物),忠孝東路三段,14.14,第三種住宅區,1.0,1.0,0,6,無,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1972-10-02,55.42,3,2,2,有,有,2020,3,9,1.0,15.0,10.0,20.0,20.0,20.0,14.0,20.0,20.0,20.0,11.0,20.0,20.0,20.0,20.0,25.00518160469545,121.57185437121844
4115,士林區,房地(土地+建物),中山北路七段,26.3,第三種住宅區,1.0,1.0,0.0,2,無,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1969-04-30,137.3,4,2,2,有,有,2021,22,2,0.0,10.0,12.0,20.0,20.0,17.0,4.0,15.0,18.0,20.0,8.0,20.0,18.0,20.0,12.0,25.08511520469545,121.56369017121844
4116,萬華區,房地(土地+建物),富民路,35.3,住,1.0,1.0,0,1,無,5.0,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,1984-11-17,115.97,1,0,1,有,無,2020,28,4,0.0,11.0,10.0,20.0,20.0,20.0,11.0,16.0,18.0,20.0,12.0,20.0,20.0,20.0,20.0,24.981017004695452,121.53238457121844
4117,信義區,房地(土地+建物),吳興街,12.12,住,1.0,1.0,0,2,無,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1991-09-30,54.61,2,2,1,有,無,2019,3,11,0.0,2.0,3.0,20.0,20.0,19.0,13.0,17.0,20.0,20.0,10.0,20.0,20.0,20.0,18.0,24.98059310469545,121.60174907121844
4118,中山區,房地(土地+建物),建國北路二段,18.73,第三之二種住宅區及第三種住宅區,1.0,1.0,0.0,5,無,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1975-02-03,145.92,3,2,2,有,有,2021,10,5,1.0,19.0,15.0,20.0,20.0,20.0,11.0,19.0,20.0,20.0,13.0,20.0,20.0,20.0,20.0,24.986825104695452,121.55742387121843
4119,士林區,房地(土地+建物)+車位,菁山路,109.25,特定住宅區,1.0,2.0,2,4,無,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2005-09-07,307.75,0,0,0,無,有,2020,24,10,0.0,0.0,0.0,8.0,13.0,9.0,1.0,13.0,7.0,20.0,4.0,11.0,4.0,10.0,4.0,25.101842004695452,121.58366647121844
4120,內湖區,房地(土地+建物),東湖路,45.77,第三種住宅區,1.0,1.0,0.0,5,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1976-09-22,131.79,3,2,2,有,無,2021,3,3,1.0,9.0,14.0,20.0,20.0,16.0,5.0,4.0,17.0,20.0,12.0,20.0,11.0,20.0,14.0,25.03006790469545,121.64926197121844
4121,中山區,房地(土地+建物),錦州街,36.5,第三種住宅區,1.0,1.0,0,4,無,4.0,公寓(5樓含以下無電梯),住家用,加強磚造,1967-09-27,88.47,3,2,1,有,無,2020,30,12,1.0,18.0,13.0,20.0,20.0,20.0,11.0,19.0,20.0,20.0,13.0,20.0,20.0,20.0,20.0,25.02215370469545,121.56643677121843
4122,北投區,房地(土地+建物)+車位,三合街一段,52.06,住,1.0,1.0,3,9,無,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2016-09-21,379.3,3,2,2,有,有,2020,22,4,3.0,10.0,14.0,19.0,20.0,17.0,5.0,14.0,16.0,20.0,10.0,20.0,16.0,20.0,12.0,25.090171004695453,121.53699257121843
4123,文山區,房地(土地+建物)+車位,木柵路二段,55.18,住,3.0,1.0,1,10,無,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1993-12-06,134.63,3,2,2,有,有,2020,19,4,0.0,5.0,6.0,20.0,20.0,19.0,12.0,19.0,17.0,18.0,6.0,20.0,12.0,20.0,15.0,24.953603304695452,121.59426027121845
4124,信義區,房地(土地+建物)+車位,松仁路,100.96,住宅區,1.0,1.0,2,9,無,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1985-01-22,429.07,4,2,3,有,有,2021,13,9,1.0,12.0,15.0,20.0,20.0,20.0,10.0,17.0,20.0,20.0,10.0,20.0,20.0,20.0,20.0,24.986825104695452,121.55742387121843
4125,中正區,房地(土地+建物),林森南路,9.98,住,1.0,1.0,0,5,電梯樓梯間,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1996-09-18,31.5,1,1,1,有,無,2020,8,1,1.0,11.0,2.0,20.0,20.0,20.0,14.0,19.0,20.0,20.0,10.0,20.0,20.0,20.0,20.0,24.99967800469545,121.55341947121843
4126,南港區,房地(土地+建物)+車位,經貿二路,57.08,住,1.0,1.0,2,10,無,21.0,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,2014-12-04,344.32,3,2,3,有,有,2020,25,4,1.0,11.0,9.0,20.0,20.0,16.0,5.0,5.0,17.0,20.0,11.0,20.0,10.0,19.0,15.0,25.02336910469545,121.64735507121844
4127,大安區,房地(土地+建物),浦城街,22.25,住,1.0,1.0,0,4,陽臺,4.0,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,1974-09-13,56.49,3,2,1,有,無,2020,19,4,1.0,12.0,15.0,20.0,20.0,20.0,14.0,20.0,20.0,20.0,12.0,20.0,20.0,20.0,20.0,24.986267004695453,121.55912727121844
4128,士林區,房地(土地+建物),福華路,23.5,第三種住宅區,1.0,1.0,0.0,3,無,4.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1960-12-31,65.33,2,1,1,有,無,2021,15,3,1.0,13.0,14.0,20.0,20.0,20.0,5.0,12.0,16.0,20.0,12.0,20.0,16.0,20.0,18.0,25.065179404695453,121.55485997121843
4129,內湖區,房地(土地+建物),大湖街,50.11,第二種住宅區,1.0,1.0,0,7,無,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1987-06-29,81.51,2,2,1,有,有,2021,6,1,2.0,10.0,16.0,20.0,20.0,14.0,5.0,3.0,19.0,20.0,12.0,20.0,9.0,20.0,16.0,25.048104904695453,121.63081637121844
4130,信義區,房地(土地+建物)+車位,吳興街,26.15,住,4.0,1.0,1,4,無,9.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,2017-09-07,190.85,3,2,2,有,有,2019,28,12,0.0,2.0,3.0,20.0,20.0,19.0,12.0,17.0,20.0,20.0,9.0,20.0,20.0,20.0,18.0,24.98004440469545,121.60237507121843
4131,松山區,房地(土地+建物),南京東路五段,38.6,第三種住宅區,1.0,1.0,0.0,5,陽臺,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1963-01-16,132.5,3,2,2,有,無,2021,21,3,1.0,16.0,19.0,20.0,20.0,20.0,12.0,19.0,20.0,20.0,13.0,20.0,20.0,20.0,20.0,25.014646204695453,121.58924687121844
4132,中正區,房地(土地+建物)+車位,重慶南路二段,22.12,第三種住宅區,2.0,1.0,1,4,無,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,2009-08-11,190.75,3,2,2,有,無,2017,15,8,0.0,10.0,3.0,20.0,20.0,20.0,12.0,15.0,20.0,20.0,13.0,20.0,20.0,20.0,20.0,24.99249670469545,121.54663697121843
4133,中山區,房地(土地+建物),民權東路三段,28.5,第三種住宅區,1.0,1.0,0.0,1,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1973-11-30,132.08,3,3,2,有,無,2021,17,3,0.0,13.0,11.0,20.0,20.0,20.0,11.0,18.0,20.0,20.0,13.0,20.0,20.0,20.0,20.0,25.023235404695452,121.57515077121843
4134,中正區,房地(土地+建物),南海路,17.38,第三之一種住宅區,3.0,1.0,0,3,無,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1975-05-06,86.99,3,2,1,有,有,2021,13,10,0.0,13.0,5.0,20.0,20.0,20.0,12.0,20.0,20.0,20.0,11.0,20.0,20.0,20.0,20.0,24.99115110469545,121.54038567121844
4135,大同區,房地(土地+建物)+車位,民權西路,11.87,第四種住宅區,3.0,1.0,1,7,無,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,2009-12-02,112.44,3,2,2,有,有,2018,8,1,1.0,14.0,13.0,20.0,20.0,20.0,13.0,18.0,20.0,20.0,10.0,20.0,20.0,20.0,20.0,25.00804600469545,121.55742387121843
